"Date","Price","Open","High","Low","Change %"
"07/01/2024","10.300","10.050","10.300","9.900","2.49%"
"06/01/2024","10.050","8.750","10.250","8.650","14.86%"
"05/01/2024","8.750","9.600","9.800","8.650","-8.85%"
"04/01/2024","9.600","10.250","10.250","9.600","-4.95%"
"03/01/2024","10.100","10.000","10.400","9.900","1.00%"
"02/01/2024","10.000","12.500","12.500","9.750","-20.00%"
"01/01/2024","12.500","14.550","14.550","12.050","-14.09%"
"12/01/2023","14.550","14.900","14.900","14.000","-2.35%"
"11/01/2023","14.900","16.000","16.250","14.800","-6.88%"
"10/01/2023","16.000","18.000","18.000","15.500","-6.43%"
"09/01/2023","17.100","19.000","19.000","17.100","-10.00%"
"08/01/2023","19.000","20.000","20.000","16.500","-5.00%"
"07/01/2023","20.000","24.000","24.000","18.000","-16.67%"
"06/01/2023","24.000","25.650","25.650","21.000","-7.69%"
"05/01/2023","26.000","26.000","26.250","24.500","0.00%"
"04/01/2023","26.000","25.000","26.000","24.500","4.00%"
"03/01/2023","25.000","29.750","30.000","25.000","-15.97%"
"02/01/2023","29.750","30.500","30.500","29.750","-2.46%"
"01/01/2023","30.500","31.250","32.000","30.000","-4.69%"
"12/01/2022","32.000","32.500","32.750","30.500","-3.03%"
"11/01/2022","33.000","32.000","33.750","32.000","1.54%"
"10/01/2022","32.500","29.250","34.000","29.250","11.11%"
"09/01/2022","29.250","29.250","33.000","29.250","0.00%"
"08/01/2022","29.250","30.000","30.500","27.000","-2.50%"
"07/01/2022","30.000","21.250","33.100","21.250","41.18%"
"06/01/2022","21.250","23.000","23.000","20.500","-7.61%"
"05/01/2022","23.000","21.000","25.000","21.000","9.52%"
"04/01/2022","21.000","12.100","23.000","12.100","71.43%"
"03/01/2022","12.250","8.600","12.250","8.600","42.44%"
"02/01/2022","8.600","8.500","8.800","8.450","-1.15%"
"01/01/2022","8.700","8.400","8.700","8.100","3.57%"
"12/01/2021","8.400","7.300","8.400","7.100","15.07%"
"11/01/2021","7.300","8.000","8.200","7.200","-8.75%"
"10/01/2021","8.000","6.900","8.700","6.700","15.94%"
"09/01/2021","6.900","5.950","6.900","5.900","15.97%"
"08/01/2021","5.950","5.250","5.950","5.200","13.33%"
"07/01/2021","5.250","5.250","5.300","5.150","0.00%"
"06/01/2021","5.250","5.150","5.250","5.130","2.34%"
"05/01/2021","5.130","5.100","5.150","5.100","-0.39%"
"04/01/2021","5.150","5.100","5.200","5.000","1.98%"
"03/01/2021","5.050","4.950","5.100","4.900","2.02%"
"02/01/2021","4.950","4.750","5.000","4.650","4.21%"
"01/01/2021","4.750","4.750","4.750","4.750","0.00%"
"12/01/2020","4.750","4.650","4.750","4.650","2.15%"
"11/01/2020","4.650","4.650","4.800","4.600","1.09%"
"10/01/2020","4.600","4.650","4.750","4.600","1.10%"
"09/01/2020","4.550","4.650","4.650","4.500","-2.15%"
"08/01/2020","4.650","4.500","4.800","4.500","3.33%"
"07/01/2020","4.500","5.100","5.200","4.500","-11.76%"
"06/01/2020","5.100","6.700","6.790","5.000","-23.88%"
"05/01/2020","6.700","6.800","6.900","6.680","-1.47%"
"04/01/2020","6.800","7.100","7.100","6.700","-4.23%"
"03/01/2020","7.100","7.500","7.550","7.000","-5.33%"
"02/01/2020","7.500","7.200","7.600","7.200","4.17%"
"01/01/2020","7.200","7.600","7.800","7.200","-5.26%"
"12/01/2019","7.600","7.500","7.750","7.450","-0.65%"
"11/01/2019","7.650","7.500","7.800","7.400","2.00%"
"10/01/2019","7.500","7.750","7.800","7.500","-3.23%"
"09/01/2019","7.750","7.800","7.850","7.550","-0.64%"
"08/01/2019","7.800","7.750","8.000","7.600","0.65%"
"07/01/2019","7.750","8.300","8.400","7.750","-6.63%"
"06/01/2019","8.300","8.500","8.600","8.200","-2.35%"
"05/01/2019","8.500","9.000","9.000","8.400","-5.56%"
"04/01/2019","9.000","9.400","9.500","8.900","-4.26%"
"03/01/2019","9.400","9.600","9.700","9.300","-2.08%"
"02/01/2019","9.600","9.550","9.800","9.400","0.52%"
"01/01/2019","9.550","9.700","10.150","9.400","-1.55%"
"12/01/2018","9.700","10.000","10.250","9.650","-3.00%"
"11/01/2018","10.000","9.500","10.300","9.250","5.26%"
"10/01/2018","9.500","8.700","9.700","8.550","9.20%"
"09/01/2018","8.700","8.100","8.700","7.950","6.75%"
"08/01/2018","8.150","8.300","8.550","8.000","-2.40%"
"07/01/2018","8.350","8.300","8.550","8.250","0.60%"
"06/01/2018","8.300","8.267","8.550","8.267","0.40%"
"05/01/2018","8.267","8.163","8.267","8.163","1.22%"
"04/01/2018","8.167","8.383","8.383","8.167","-1.60%"
"03/01/2018","8.300","8.325","8.440","8.217","-0.30%"
"02/01/2018","8.325","7.625","8.325","7.613","8.12%"
"01/01/2018","7.700","7.625","7.700","7.550","0.65%"
"12/01/2017","7.650","7.650","7.650","7.650","-7.14%"
"11/01/2017","8.238","8.238","8.238","8.238","-6.39%"
"10/01/2017","8.800","8.800","8.800","8.800","-0.11%"
"09/01/2017","8.810","8.810","8.810","8.810","-3.19%"
"08/01/2017","9.100","9.100","9.100","9.100","-3.19%"
"07/01/2017","9.400","9.400","9.400","9.400","-2.01%"
"06/01/2017","9.593","9.593","9.593","9.593","0.30%"
"05/01/2017","9.564","9.564","9.564","9.564","-1.07%"
"04/01/2017","9.667","9.667","9.667","9.667","-0.17%"
"03/01/2017","9.683","9.683","9.683","9.683","3.42%"
"02/01/2017","9.363","9.363","9.363","9.363","2.89%"
"01/01/2017","9.100","9.100","9.100","9.100","4.00%"
"12/01/2016","8.750","8.750","8.750","8.750","-1.50%"
"11/01/2016","8.883","8.883","8.883","8.883","2.69%"
"10/01/2016","8.650","8.650","8.650","8.650","1.17%"
"09/01/2016","8.550","8.550","8.550","8.550","-5.52%"
"08/01/2016","9.050","9.050","9.050","9.050","2.55%"
"07/01/2016","8.825","8.825","8.825","8.825","-1.00%"
"06/01/2016","8.914","8.914","8.914","8.914","1.54%"
"05/01/2016","8.779","8.779","8.779","8.779","3.04%"
"04/01/2016","8.520","8.520","8.520","8.520","-5.21%"
"03/01/2016","8.988","8.988","8.988","8.988","18.58%"
"02/01/2016","7.580","7.580","7.580","7.580","10.66%"
"01/01/2016","6.850","6.850","6.850","6.850","4.58%"
"12/01/2015","6.550","6.550","6.550","6.550","4.45%"
"11/01/2015","6.271","6.271","6.271","6.271","-5.26%"
"10/01/2015","6.619","6.619","6.619","6.619","-2.80%"
"09/01/2015","6.810","6.810","6.810","6.810","2.11%"
"08/01/2015","6.669","6.669","6.669","6.669","5.36%"
"07/01/2015","6.330","6.330","6.330","6.330","3.43%"
"06/01/2015","6.120","6.120","6.120","6.120","0.36%"
"05/01/2015","6.098","6.098","6.098","6.098","-1.05%"
"04/01/2015","6.163","6.163","6.163","6.163","-7.64%"
"03/01/2015","6.673","6.673","6.673","6.673","10.87%"
"02/01/2015","6.019","6.019","6.019","6.019","2.80%"
"01/01/2015","5.855","5.855","5.855","5.855","1.72%"
"12/01/2014","5.756","5.756","5.756","5.756","3.60%"
"11/01/2014","5.556","5.556","5.556","5.556","-0.39%"
"10/01/2014","5.578","5.578","5.578","5.578","4.81%"
"09/01/2014","5.322","5.322","5.322","5.322","-15.01%"
"08/01/2014","6.262","6.262","6.262","6.262","-2.20%"
"07/01/2014","6.403","6.403","6.403","6.403","-2.73%"
"06/01/2014","6.583","6.583","6.583","6.583","-0.51%"
"05/01/2014","6.617","6.617","6.617","6.617","-0.87%"
"04/01/2014","6.675","6.675","6.675","6.675","-0.60%"
"03/01/2014","6.715","6.715","6.715","6.715","-0.65%"
"02/01/2014","6.759","6.759","6.759","6.759","-1.54%"
"01/01/2014","6.865","6.865","6.865","6.865","-7.09%"
"12/01/2013","7.389","7.389","7.389","7.389","-9.27%"
"11/01/2013","8.144","8.144","8.144","8.144","-2.89%"
"10/01/2013","8.386","8.386","8.386","8.386","-4.93%"
"09/01/2013","8.821","8.821","8.821","8.821","0.88%"
"08/01/2013","8.744","8.744","8.744","8.744","1.20%"
"07/01/2013","8.640","8.640","8.640","8.640","-1.04%"
"06/01/2013","8.731","8.731","8.731","8.731","-0.89%"
"05/01/2013","8.809","8.809","8.809","8.809","-5.15%"
"04/01/2013","9.287","9.287","9.287","9.287","-1.27%"
"03/01/2013","9.406","9.406","9.406","9.406","3.03%"
"02/01/2013","9.129","9.129","9.129","9.129","-4.05%"
"01/01/2013","9.514","9.514","9.514","9.514","-5.84%"
"12/01/2012","10.104","10.104","10.104","10.104","-6.72%"
"11/01/2012","10.832","10.832","10.832","10.832","0.69%"
"10/01/2012","10.758","10.758","10.758","10.758","-3.95%"
"09/01/2012","11.200","11.200","11.200","11.200","-2.23%"
"08/01/2012","11.455","11.455","11.455","11.455","0.62%"
"07/01/2012","11.384","11.384","11.384","11.384","1.82%"
"06/01/2012","11.180","11.180","11.180","11.180","1.32%"
"05/01/2012","11.034","11.034","11.034","11.034","-7.97%"
"04/01/2012","11.990","11.990","11.990","11.990","7.82%"
"03/01/2012","11.120","11.120","11.120","11.120","11.53%"
"02/01/2012","9.970","9.970","9.970","9.970","14.47%"
"01/01/2012","8.710","8.710","8.710","8.710","-0.46%"
"12/01/2011","8.750","8.750","8.750","8.750","6.45%"
"11/01/2011","8.220","8.220","8.220","8.220","11.99%"
"10/01/2011","7.340","7.340","7.340","7.340","2.09%"
"09/01/2011","7.190","7.190","7.190","7.190","0.70%"
"08/01/2011","7.140","7.140","7.140","7.140","0.14%"
"07/01/2011","7.130","7.130","7.130","7.130","-0.14%"
"06/01/2011","7.140","7.140","7.140","7.140","0.42%"
"05/01/2011","7.110","7.110","7.110","7.110","0.28%"
"04/01/2011","7.090","7.090","7.090","7.090","1.14%"
"03/01/2011","7.010","7.010","7.010","7.010","0.14%"
"02/01/2011","7.000","7.000","7.000","7.000","-0.85%"
"01/01/2011","7.060","7.060","7.060","7.060","-3.16%"
"12/01/2010","7.290","7.290","7.290","7.290","-0.41%"
"11/01/2010","7.320","7.320","7.320","7.320","2.81%"
"10/01/2010","7.120","7.120","7.120","7.120","1.28%"
"09/01/2010","7.030","7.030","7.030","7.030","-4.48%"
"08/01/2010","7.360","7.360","7.360","7.360","-7.65%"
"07/01/2010","7.970","7.970","7.970","7.970","-1.85%"
"06/01/2010","8.120","8.120","8.120","8.120","-0.73%"
"05/01/2010","8.180","8.180","8.180","8.180","-2.97%"
"04/01/2010","8.430","8.430","8.430","8.430","-0.35%"
"03/01/2010","8.460","8.460","8.460","8.460","2.42%"
"02/01/2010","8.260","8.260","8.260","8.260","4.29%"
"01/01/2010","7.920","7.920","7.920","7.920","2.72%"
"12/01/2009","7.710","7.710","7.710","7.710","4.47%"
"11/01/2009","7.380","7.380","7.380","7.380","-13.28%"
"10/01/2009","8.510","8.510","8.510","8.510","-12.09%"
"09/01/2009","9.680","9.680","9.680","9.680","-8.42%"
"08/01/2009","10.570","10.570","10.570","10.570","-1.77%"
"07/01/2009","10.760","10.760","10.760","10.760","-6.27%"
"06/01/2009","11.480","11.480","11.480","11.480","-5.36%"
"05/01/2009","12.130","12.130","12.130","12.130","-6.26%"
"04/01/2009","12.940","12.940","12.940","12.940","-11.55%"
"03/01/2009","14.630","14.630","14.630","14.630","-10.08%"
"02/01/2009","16.270","16.270","16.270","16.270","-0.73%"
"01/01/2009","16.390","16.390","16.390","16.390","-8.02%"
"12/01/2008","17.820","17.820","17.820","17.820","1.19%"
"11/01/2008","17.610","17.610","17.610","17.610","-3.51%"
"10/01/2008","18.250","18.250","18.250","18.250","3.87%"
"09/01/2008","17.570","17.570","17.570","17.570","7.46%"
"08/01/2008","16.350","16.350","16.350","16.350","-5.82%"
"07/01/2008","17.360","17.360","17.360","17.360","-0.06%"
"06/01/2008","17.370","17.370","17.370","17.370","0.99%"
"05/01/2008","17.200","17.200","17.200","17.200","-7.08%"
"04/01/2008","18.510","18.510","18.510","18.510","0.33%"
"03/01/2008","18.450","18.450","18.450","18.450","-0.86%"
"02/01/2008","18.610","18.610","18.610","18.610","-3.63%"
"01/01/2008","19.310","19.310","19.310","19.310","-9.30%"
"12/01/2007","21.290","21.290","21.290","21.290","24.28%"
"11/01/2007","17.130","17.130","17.130","17.130","3.13%"
"10/01/2007","16.610","16.610","16.610","16.610","-8.74%"
"09/01/2007","18.200","18.200","18.200","18.200","4.36%"
"08/01/2007","17.440","17.440","17.440","17.440","0.35%"
"07/01/2007","17.380","17.380","17.380","17.380","-0.23%"
"06/01/2007","17.420","17.420","17.420","17.420","2.83%"
"05/01/2007","16.940","16.940","16.940","16.940","3.36%"
"04/01/2007","16.390","16.390","16.390","16.390","12.11%"
"03/01/2007","14.620","14.620","14.620","14.620","3.39%"
"02/01/2007","14.140","14.140","14.140","14.140","6.00%"
"01/01/2007","13.340","13.340","13.340","13.340","3.73%"
"12/01/2006","12.860","12.860","12.860","12.860","3.79%"
"11/01/2006","12.390","12.390","12.390","12.390","2.24%"
"10/01/2006","12.118","12.118","12.118","12.118","8.88%"
"09/01/2006","11.130","11.130","11.130","11.130","6.00%"
"08/01/2006","10.500","10.500","10.500","10.500","1.45%"
"07/01/2006","10.350","10.350","10.350","10.350","0.98%"
"06/01/2006","10.250","10.250","10.250","10.250","1.59%"
"05/01/2006","10.090","10.090","10.090","10.090","0.00%"
"04/01/2006","10.090","10.090","10.090","10.090","-0.30%"
"03/01/2006","10.120","10.120","10.120","10.120","-0.10%"
"02/01/2006","10.130","10.130","10.130","10.130","0.10%"
"01/01/2006","10.120","10.120","10.120","10.120","-0.59%"
"12/01/2005","10.180","10.180","10.180","10.180","-0.39%"
"11/01/2005","10.220","10.220","10.220","10.220","5.25%"
"10/01/2005","9.710","9.710","9.710","9.710","0.31%"
"09/01/2005","9.680","9.680","9.680","9.680","4.42%"
"08/01/2005","9.270","9.270","9.270","9.270","2.43%"
"07/01/2005","9.050","9.050","9.050","9.050","0.22%"
"06/01/2005","9.030","9.030","9.030","9.030","9.72%"
"05/01/2005","8.230","8.230","8.230","8.230","4.71%"
"04/01/2005","7.860","7.860","7.860","7.860","3.42%"
"03/01/2005","7.600","7.600","7.600","7.600","0.80%"
"02/01/2005","7.540","7.540","7.540","7.540","0.80%"
"01/01/2005","7.480","7.480","7.480","7.480","-0.53%"
"12/01/2004","7.520","7.520","7.520","7.520","-1.18%"
"11/01/2004","7.610","7.610","7.610","7.610","1.74%"
"10/01/2004","7.480","7.480","7.480","7.480","2.05%"
"09/01/2004","7.330","7.330","7.330","7.330","-4.81%"
"08/01/2004","7.700","7.700","7.700","7.700","-2.28%"
"07/01/2004","7.880","7.880","7.880","7.880","0.25%"
"06/01/2004","7.860","7.860","7.860","7.860","-0.13%"
"05/01/2004","7.870","7.870","7.870","7.870","10.69%"
"04/01/2004","7.110","7.110","7.110","7.110","-7.54%"
"03/01/2004","7.690","7.690","7.690","7.690","0.26%"
"02/01/2004","7.670","7.670","7.670","7.670","1.72%"
"01/01/2004","7.540","7.540","7.540","7.540","1.75%"
"12/01/2003","7.410","7.410","7.410","7.410","2.35%"
"11/01/2003","7.240","7.240","7.240","7.240","1.83%"
"10/01/2003","7.110","7.110","7.110","7.110","-3.66%"
"09/01/2003","7.380","7.380","7.380","7.380","-4.16%"
"08/01/2003","7.700","7.700","7.700","7.700","-3.99%"
"07/01/2003","8.020","8.020","8.020","8.020","-5.54%"
"06/01/2003","8.490","8.490","8.490","8.490","-1.62%"
"05/01/2003","8.630","8.630","8.630","8.630","-2.92%"
"04/01/2003","8.890","8.890","8.890","8.890","-2.31%"
"03/01/2003","9.100","9.100","9.100","9.100","2.48%"
"02/01/2003","8.880","8.880","8.880","8.880","-0.34%"
"01/01/2003","8.910","8.910","8.910","8.910","-12.22%"
"12/01/2002","10.150","10.150","10.150","10.150","-2.96%"
"11/01/2002","10.460","10.460","10.460","10.460","-3.68%"
"10/01/2002","10.860","10.860","10.860","10.860","-1.54%"
"09/01/2002","11.030","11.030","11.030","11.030","-2.30%"
"08/01/2002","11.290","11.290","11.290","11.290","-7.23%"
"07/01/2002","12.170","12.170","12.170","12.170","-8.01%"
"06/01/2002","13.230","13.230","13.230","13.230","1.30%"
"05/01/2002","13.060","13.060","13.060","13.060","1.16%"
"04/01/2002","12.910","12.910","12.910","12.910","2.54%"
"03/01/2002","12.590","12.590","12.590","12.590","-1.87%"
"02/01/2002","12.830","12.830","12.830","12.830","-1.31%"